System,Teff,Teff_errup,Teff_errdn,Pflag,SOCatflag,lambdadeg,lambdadeg_errup,lambdadeg_errdn,psi,psi_errup,psi_errdn,Ref,Author_string,Ephemeris_reference,Ephemeris_Url,Method,Model,pl_letter,TIC,Gaia DR3,sep,sep_err,sep_ref,Albrecht2022_Excluded_Flag,BinaryMultiStarFlag
K2-034,6131,47,47,y,y,-1,10,9,-999,-999,-999,Hirano et al. (2016),Hirano_et_al._(2016),2016ApJ...825...53H,https://ui.adsabs.harvard.edu/abs/2016ApJ...825...53H,RM,Hirano+2011,b,TIC 178217113,Gaia DR3 665757593450097920,,,,0,
K2-093d,6371,65,65,y,y,57,26,18,-999,-999,-999,Grouffal et al. (2022),Grouffal_et_al._(2022),2022A+A...668A.172G,https://ui.adsabs.harvard.edu/abs/2022A%26A...668A.172G,RM,ARoME,d,TIC 366443426,Gaia DR3 600698184764497664,,,,0,
K2-093f,6320,60,30,y,y,21,8,8,52,6,6,Grouffal et al. (2025),Grouffal_et_al._(2025),arXiv:2507.01807,https://ui.adsabs.harvard.edu/abs/arXiv:2507.01807,RM,Boue2013,f,TIC 366443426,Gaia DR3 600698184764497664,,,,0,
K2-105,5430,70,70,y,y,-81,50,47,-999,-999,-999,Bourrier et al. (2023),Bourrier_et_al._(2023),2023A+A...669A..63B,https://ui.adsabs.harvard.edu/abs/2023A%26A...669A..63B,RMR,,b,TIC 6892385,Gaia DR3 651907079835937280,,,,0,
K2-139,5245,73,33,y,y,-14.5,2.5,2.8,22,10,6,Espinoza-Retamal et al. (2025),Espinoza-Retamal_et_al._(2025),arXiv:2412.08692,https://ui.adsabs.harvard.edu/abs/arXiv:2412.08692,RM,Hirano+2010,b,TIC 11023038,Gaia DR3 4084602654011029376,,,,0,
K2-139,5245,73,33,n,n,-17,7,7,-999,-999,-999,Prinoth et al. (2024),Prinoth_et_al._(2024),2024AJ....168..133P,https://ui.adsabs.harvard.edu/abs/2024AJ....168..133P,DT,#N/A,b,TIC 11023038,Gaia DR3 4084602654011029376,,,,0,
K2-140,5654,55,55,y,y,0.5,9.7,9.7,-999,-999,-999,Rice et al. (2021),Rice_et_al._(2021),2021AJ....162..182R,https://ui.adsabs.harvard.edu/abs/2021AJ....162..182R,RM,Ellc,b,TIC 380255458,Gaia DR3 3579426053724051584,,,,0,
K2-232,6154,60,60,y,y,-11.1,6.6,6.6,-999,-999,-999,Wang et al. (2021),Wang_et_al._(2021),2021AJ....162...50W,https://ui.adsabs.harvard.edu/abs/2021AJ....162...50W,RM,Ellc,b,TIC 68577662,Gaia DR3 3406687485600728192,,,,0,
K2-234,5622,70,71,y,y,74,34,33,80,22,23,Bourrier et al. (2023),Bourrier_et_al._(2023),2023A+A...669A..63B,https://ui.adsabs.harvard.edu/abs/2023A%26A...669A..63B,RMR,,b,TIC 350020859,Gaia DR3 3877070590167177344,,,,0,
K2-237,6099,110,110,y,y,91,7,7,90.5,6.8,6.2,Zak et al. (2025),Zak_et_al._(2025),arXiv:2508.10145,https://ui.adsabs.harvard.edu/abs/arXiv:2508.10145,RM,Boue2013,b,TIC 16288184,Gaia DR3 6032746832450438400,,,,0,
K2-261,5513,51,51,y,y,32,48,33,-999,-999,-999,Knudstrup et al. (2024),Knudstrup_et_al._(2024),2024A+A...690A.379K,https://ui.adsabs.harvard.edu/abs/2024A%26A...690A.379K,RM,Hirano+2011,b,TIC 281731203,Gaia DR3 3807826337147474176,,,,0,
K2-267,6189,47,52,y,y,-1.48,0.85,0.85,3.4,3.5,1.6,Yu et al. (2018),Yu_et_al._(2018),2018AJ....156..250Y,https://ui.adsabs.harvard.edu/abs/2018AJ....156..250Y,DT,,b,TIC 411839167,Gaia DR3 3393939030531019520,2922,732,Rice2024,0,NG
K2-287,5625,64,64,y,y,23,12,13,-999,-999,-999,Knudstrup et al. (2024),Knudstrup_et_al._(2024),2024A+A...690A.379K,https://ui.adsabs.harvard.edu/abs/2024A%26A...690A.379K,RM,Hirano+2011,b,TIC 73848324,Gaia DR3 6239702034929248512,,,,0,
K2-290b,6302,120,120,y,y,173,45,53,-999,-999,-999,Hjorth et al.(2021),Hjorth_et_al.(2021),2021PNAS..11820174H,https://ui.adsabs.harvard.edu/abs/2021PNAS..11820174H,RM,Hirano+2011,b,TIC 70803960,Gaia DR3 6253844468883543680,2735,272,Rice2024,0,SNG
K2-290c,6302,120,120,y,y,153,8,8,124,6,6,Hjorth et al.(2021),Hjorth_et_al.(2021),2021PNAS..11820174H,https://ui.adsabs.harvard.edu/abs/2021PNAS..11820174H,RM,Hirano+2011,c,TIC 70803960,Gaia DR3 6253844468883543680,2735,272,Rice2024,0,SNG
K2-329,5282,40,39,y,y,26.7,8.5,8,33.3,7.9,8.3,Espinoza-Retamal et al. (2025),Espinoza-Retamal_et_al._(2025),arXiv:2412.08692,https://ui.adsabs.harvard.edu/abs/arXiv:2412.08692,RM,Hirano+2010,b,TIC 301258470,Gaia DR3 2632880927441296640,8783.63,,OneMillionBinCat,0,G
K2-329,5282,40,39,n,n,24,13,9,-999,-999,-999,Prinoth et al. (2024),Prinoth_et_al._(2024),2024AJ....168..133P,https://ui.adsabs.harvard.edu/abs/2024AJ....168..133P,DT,#N/A,b,TIC 301258470,Gaia DR3 2632880927441296640,8783.63,,OneMillionBinCat,0,G
KELT-01,6471,50,49,y,y,2,16,16,-999,-999,-999,Siverd et al. (2012),Siverd_et_al._(2012),2012ApJ...761..123S,https://ui.adsabs.harvard.edu/abs/2012ApJ...761..123S,RM,Ohta+2005,b,TIC 432549364,Gaia DR3 2881784280929695360,,,,0,
KELT-03,6306,50,49,y,y,-5,4,4,-999,-999,-999,Knudstrup et al. (2024),Knudstrup_et_al._(2024),2024A+A...690A.379K,https://ui.adsabs.harvard.edu/abs/2024A%26A...690A.379K,RM,Hirano+2011,b,TIC 67666096,Gaia DR3 806492023789218688,782.5,,OneMillionBinCat,0,NG
KELT-04,6206,75,75,y,y,80,25,22,-999,-999,-999,Knudstrup et al. (2024),Knudstrup_et_al._(2024),2024A+A...690A.379K,https://ui.adsabs.harvard.edu/abs/2024A%26A...690A.379K,RM,#N/A,b,TIC 165297570,Gaia DR3 727624020367528576,341,,OneMillionBinCat,0,SNG
KELT-06,6246,88,88,y,y,-36,11,11,-999,-999,-999,Damasso et al. (2015),Damasso_et_al._(2015),2015A+A...581L...6D,https://ui.adsabs.harvard.edu/abs/2015A%26A...581L...6D,RM,Covino +2013: Simulated data,b,TIC 165987272,Gaia DR3 1464700950221781504,,,,0,
KELT-07,6699,24,24,n,n,9.7,5.2,5.2,-999,-999,-999,Bieryla et al. (2015),Bieryla_et_al._(2015),2015AJ....150...12B,https://ui.adsabs.harvard.edu/abs/2015AJ....150...12B,RM,Ohta+2005,b,TIC 367366318,Gaia DR3 181908842994567936,,,,0,
KELT-07,6699,24,24,n,n,2.7,0.6,0.6,-999,-999,-999,Zhou et al. (2016),Zhou_et_al._(2016),2016MNRAS.460.3376Z,https://ui.adsabs.harvard.edu/abs/2016MNRAS.460.3376Z,DT,,b,TIC 367366318,Gaia DR3 181908842994567936,,,,0,
KELT-07,6699,24,24,y,y,-10.55,0.27,0.27,12.4,11.7,11.7,Tabernero et al. (2022),Tabernero_et_al._(2022),2022MNRAS.515.1247T,https://ui.adsabs.harvard.edu/abs/2022MNRAS.515.1247T,RM,ARoME,b,TIC 367366318,Gaia DR3 181908842994567936,,,,0,
KELT-09,9329,118,118,n,n,-84.8,1.4,1.4,-999,-999,-999,Gaudi et al. (2017),Gaudi_et_al._(2017),2017Natur.546..514G,https://ui.adsabs.harvard.edu/abs/2017Natur.546..514G,DT,,b,TIC 16740101,Gaia DR3 2064327278651198336,2679,342,Rice2024,0,NG
KELT-09,9329,118,118,n,n,-85.78,0.46,0.46,-999,-999,-999,Borsa et al. (2019),Borsa_et_al._(2019),2019A+A...631A..34B,https://ui.adsabs.harvard.edu/abs/2019A%26A...631A..34B,RM,Ohta+2005,b,TIC 16740101,Gaia DR3 2064327278651198336,2679,342,Rice2024,0,NG
KELT-09,9329,118,118,n,n,-85.01,0.23,0.23,-999,-999,-999,Wyttenbach et al. (2020),Wyttenbach_et_al._(2020),2020A+A...638A..87W,https://ui.adsabs.harvard.edu/abs/2020A%26A...638A..87W,DT,RRM,b,TIC 16740101,Gaia DR3 2064327278651198336,2679,342,Rice2024,0,NG
KELT-09,9329,118,118,n,n,-88,15,15,87,10,11,Ahlers et al. (2020),Ahlers_et_al._(2020),2020AJ....160....4A,https://ui.adsabs.harvard.edu/abs/2020AJ....160....4A,GD,,b,TIC 16740101,Gaia DR3 2064327278651198336,2679,342,Rice2024,0,NG
KELT-09,9329,118,118,y,y,-84.8,0.3,0.3,87.47,0.18,0.19,Stephen et al. (2022),Stephen_et_al._(2022),2022ApJ...931..111S,https://ui.adsabs.harvard.edu/abs/2022ApJ...931..111S,DT,,b,TIC 16740101,Gaia DR3 2064327278651198336,2679,342,Rice2024,0,NG
KELT-10,5948,74,74,y,y,-5.2,3.4,3.4,-999,-999,-999,Steiner et al. (2023),Steiner_et_al._(2023),2023A+A...672A.134S,https://ui.adsabs.harvard.edu/abs/2023A%26A...672A.134S,RMR,#N/A,b,TIC 269217040,Gaia DR3 6710517793025165696,,,,0,
KELT-11,5375,25,25,y,y,-77.9,2.4,2.3,-999,-999,-999,Mounzer et al. (2022),Mounzer_et_al._(2022),2022A+A...668A...1M,https://ui.adsabs.harvard.edu/abs/2022A%26A...668A...1M,RRM,,b,TIC 55092869,Gaia DR3 3761497761876022400,,,,0,
KELT-17,7454,49,49,y,y,-115.9,4.1,4.1,116,4,4,Zhou et al. (2016),Zhou_et_al._(2016),2016AJ....152..136Z,https://ui.adsabs.harvard.edu/abs/2016AJ....152..136Z,RM&DT,Ohta+2005,b,TIC 6893917,Gaia DR3 651935220461650560,,,,0,
KELT-18,6670,120,120,y,y,-94.8,0.7,0.7,91.7,2.2,1.8,Rubenzahl et al. (2024),Rubenzahl_et_al._(2024),2024AJ....168..188R,https://ui.adsabs.harvard.edu/abs/2024AJ....168..188R,RRM,#N/A,b,TIC 293687315,Gaia DR3 1612165353793791488,1082,,OneMillionBinCat,0,NG
KELT-19,7500,110,110,n,n,-179.7,3.7,3.8,-999,-999,-999,Siverd et al. (2018),Siverd_et_al._(2018),2018AJ....155...35S,https://ui.adsabs.harvard.edu/abs/2018AJ....155...35S,DT,,b,TIC 425206121,Gaia DR3 3142847477107193344,11,948,Rice2024,0,NG
KELT-19,7500,110,110,y,y,-179.7,3.7,3.8,155,17,21,Kawai et al. (2024),Kawai_et_al._(2024),2024MNRAS.528..270K,https://ui.adsabs.harvard.edu/abs/2024MNRAS.528..270K,GD,#N/A,b,TIC 425206121,Gaia DR3 3142847477107193344,11,948,Rice2024,0,NG
KELT-20,8652,160,160,n,n,3.4,2.1,2.1,-999,-999,-999,Lund et al. (2017),Lund_et_al._(2017),2017AJ....154..194L,https://ui.adsabs.harvard.edu/abs/2017AJ....154..194L,RM&DT,Ohta+2005,b,TIC 69679391,Gaia DR3 2033123654092592384,,,,0,
KELT-20,8652,160,160,n,n,0.6,4,4,-999,-999,-999,Talens et al. (2018),Talens_et_al._(2018),2018A+A...612A..57T,https://ui.adsabs.harvard.edu/abs/2018A%26A...612A..57T,DT,,b,TIC 69679391,Gaia DR3 2033123654092592384,,,,0,
KELT-20,8652,160,160,n,y,1.6,3.1,3.1,-999,-999,-999,Hoeijmakers et al. (2020),Hoeijmakers_et_al._(2020),2020A+A...641A.120H,https://ui.adsabs.harvard.edu/abs/2020A%26A...641A.120H,DT,,b,TIC 69679391,Gaia DR3 2033123654092592384,,,,0,
KELT-20,8652,160,160,y,n,3.9,1.1,1.1,5,11,11,Singh et al. (2024),Singh_et_al._(2024),2024A+A...683A...1S,https://ui.adsabs.harvard.edu/abs/2024A%26A...683A...1S,GD,#N/A,b,TIC 69679391,Gaia DR3 2033123654092592384,,,,0,
KELT-21,7598,81,84,y,y,-5.6,1.7,1.9,-999,-999,-999,Johnson et al. (2018),Johnson_et_al._(2018),2018AJ....155..100J,https://ui.adsabs.harvard.edu/abs/2018AJ....155..100J,DT,,b,TIC 203189770,Gaia DR3 2054523105274216704,,,,0,
KELT-23,5899,49,49,y,y,180.4,4.9,4.7,-999,-999,-999,Giacalone et al. (2025),Giacalone_et_al._(2025),2025arXiv250702667G,https://ui.adsabs.harvard.edu/abs/2025arXiv250702667G,RM,Hirano+2011,b,TIC 458478250,Gaia DR3 1644692064543192704,576,,OneMillionBinCat,0,FN
KELT-24,6426,91,93,n,n,2.6,5.1,3.6,-999,-999,-999,Rodriguez et al. (2019),Rodriguez_et_al._(2019),2019AJ....158..197R,https://ui.adsabs.harvard.edu/abs/2019AJ....158..197R,RM,,b,TIC 349827430,Gaia DR3 1076970406751899008,194,253,Rice2024,0,SFNG
KELT-24,6426,91,93,n,n,1.2,8.2,7.4,-999,-999,-999,Hjorth et al. (2019),Hjorth_et_al._(2019),2019A+A...631A..76H,https://ui.adsabs.harvard.edu/abs/2019A%26A...631A..76H,RM&DT,Hirano+2011,b,TIC 349827430,Gaia DR3 1076970406751899008,194,253,Rice2024,0,SFNG
KELT-24,6426,91,93,y,y,1.4,4.9,4.7,-999,-999,-999,Giovinazzi et al. (2024),Giovinazzi_et_al._(2024),arXiv:2406.04288,https://ui.adsabs.harvard.edu/abs/arXiv:2406.04288,RM,#N/A,b,TIC 349827430,Gaia DR3 1076970406751899008,194,253,Rice2024,0,SFNG
Kepler-008,6213,150,150,n,n,-26.4,10.1,10.1,-999,-999,-999,Jenkins et al. (2010),Jenkins_et_al._(2010),2010ApJ...724.1108J,https://ui.adsabs.harvard.edu/abs/2010ApJ...724.1108J,RM,Simulated RM spectra,b,TIC 123233041,Gaia DR3 2116730994965905280,,,,0,
Kepler-008,6213,150,150,y,y,5,7,7,-999,-999,-999,Albrecht et al. (2012),Albrecht_et_al._(2012),2012ApJ...757...18A,https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A,RM,Hirano+2011,b,TIC 123233041,Gaia DR3 2116730994965905280,,,,0,
Kepler-009b,5774,60,60,y,y,-13,16,16,-999,-999,-999,Wang et al. (2018),Wang_et_al._(2018),2018AJ....155...70W,https://ui.adsabs.harvard.edu/abs/2018AJ....155...70W,RM,Ellc,b,TIC 120571842,Gaia DR3 2099925719951103872,,,,0,
Kepler-013,7650,250,250,n,n,23,4,4,-999,-999,-999,Barnes et al. (2011),Barnes_et_al._(2011),2011ApJS..197...10B,https://ui.adsabs.harvard.edu/abs/2011ApJS..197...10B,GD,,b,TIC 158324245,Gaia DR3 2130632159130638464,552,2687,Rice2024,0,NG
Kepler-013,7650,250,250,n,n,58.6,2,2,-999,-999,-999,Johnson et al. (2014),Johnson_et_al._(2014),2014ApJ...790...30J,https://ui.adsabs.harvard.edu/abs/2014ApJ...790...30J,DT,,b,TIC 158324245,Gaia DR3 2130632159130638464,552,2687,Rice2024,0,NG
Kepler-013,7650,250,250,n,n,58.6,2,2,60,2,2,Masuda (2015),Masuda_(2015),2015ApJ...805...28M,https://ui.adsabs.harvard.edu/abs/2015ApJ...805...28M,GD,,b,TIC 158324245,Gaia DR3 2130632159130638464,552,2687,Rice2024,0,NG
Kepler-013,7650,250,250,y,y,59.2,0.05,0.05,60.25,0.05,0.05,Howarth &amp; Morello (2017),Howarth_&amp;_Morello_(2017),2017MNRAS.470..932H,https://ui.adsabs.harvard.edu/abs/2017MNRAS.470..932H,DT,,b,TIC 158324245,Gaia DR3 2130632159130638464,552,2687,Rice2024,0,NG
Kepler-013,7650,250,250,n,n,-27.9,1.1,1.1,-999,-999,-999,Herman et al. (2018),Herman_et_al._(2018),2018AJ....155...13H,https://ui.adsabs.harvard.edu/abs/2018AJ....155...13H,GD,,b,TIC 158324245,Gaia DR3 2130632159130638464,552,2687,Rice2024,0,NG
Kepler-017,5781,85,85,y,y,0,15,15,0,15,15,D&eacute;sert et al. (2011),D&eacute;sert_et_al._(2011),2011ApJS..197...14D,https://ui.adsabs.harvard.edu/abs/2011ApJS..197...14D,SC,,b,TIC 273874849,Gaia DR3 2086449761846310784,,,,0,
Kepler-025c,6270,79,79,n,n,-0.5,5.7,5.7,-999,-999,-999,Albrecht et al. (2013),Albrecht_et_al._(2013),2013ApJ...771...11A,https://ui.adsabs.harvard.edu/abs/2013ApJ...771...11A,RM,Hirano+2011,c,TIC 120960812,Gaia DR3 2100451630105041152,2045,56,Rice2024,0,NG
Kepler-025c,6270,79,79,n,n,9.4,7.1,7.1,26.9,7,9.2,Benomar et al. (2014),Benomar_et_al._(2014),2014PASJ...66...94B,https://ui.adsabs.harvard.edu/abs/2014PASJ...66...94B,AS,,c,TIC 120960812,Gaia DR3 2100451630105041152,2045,56,Rice2024,0,NG
Kepler-025c,6270,79,79,n,n,-999,-999,-999,12.6,6.7,11,Campante et al. (2016),Campante_et_al._(2016),2016ApJ...819...85C,https://ui.adsabs.harvard.edu/abs/2016ApJ...819...85C,AS,,c,TIC 120960812,Gaia DR3 2100451630105041152,2045,56,Rice2024,0,NG
Kepler-025c,6270,79,79,y,y,-0.9,7.7,6.4,24.1,9.29,9.3,Bourrier et al. (2023),Bourrier_et_al._(2023),2023A+A...669A..63B,https://ui.adsabs.harvard.edu/abs/2023A%26A...669A..63B,RMR,,c,TIC 120960812,Gaia DR3 2100451630105041152,2045,56,Rice2024,0,NG
Kepler-030b,5498,54,54,y,y,4,10,10,-999,-999,-999,Sanchis-Ojeda et al. (2012) method 1,Sanchis-Ojeda_et_al._(2012)_method_1,2012Natur.487..449S,https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S,SC,,b,TIC 399794329,Gaia DR3 2100243616248608896,,,,0,
Kepler-030b,5498,54,54,n,n,-1,10,10,-999,-999,-999,Sanchis-Ojeda et al. (2012) method 2,Sanchis-Ojeda_et_al._(2012)_method_2,2012Natur.487..449S,https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S,SC,,b,TIC 399794329,Gaia DR3 2100243616248608896,,,,0,
Kepler-063,5576,50,50,y,y,-110,22,14,104,9,14,Sanchis-Ojeda et al. (2013),Sanchis-Ojeda_et_al._(2013),2013ApJ...775...54S,https://ui.adsabs.harvard.edu/abs/2013ApJ...775...54S,RM,Hirano+2011,b,TIC 299158887,Gaia DR3 2132628489996257920,,,,0,
Kepler-063,5576,50,50,n,n,-135,21,27,115,17,13,Bourrier et al. (2023),Bourrier_et_al._(2023),2023A+A...669A..63B,https://ui.adsabs.harvard.edu/abs/2023A%26A...669A..63B,RMR,,b,TIC 299158887,Gaia DR3 2132628489996257920,,,,0,
Kepler-089d,6182,82,82,y,y,-6,13,11,-999,-999,-999,Hirano et al. (2012),Hirano_et_al._(2012),2012ApJ...759L..36H,https://ui.adsabs.harvard.edu/abs/2012ApJ...759L..36H,RM,Hirano+2011,d,TIC 273231214,Gaia DR3 2076970047474270208,3620,258,Rice2024,0,N
Kepler-089d,6182,82,82,n,n,-11,11,11,-999,-999,-999,Albrecht et al. (2013),Albrecht_et_al._(2013),2013ApJ...771...11A,https://ui.adsabs.harvard.edu/abs/2013ApJ...771...11A,RM,Hirano+2011,d,TIC 273231214,Gaia DR3 2076970047474270208,3620,258,Rice2024,0,N
Kepler-1656,5731,60,60,y,y,35,15,22,-999,-999,-999,Rubenzahl et al. (2024),Rubenzahl_et_al._(2024),2024ApJ...971L..40R,https://ui.adsabs.harvard.edu/abs/2024ApJ...971L..40R,RM,rmfit:Hirano2010,b,TIC 120255950,Gaia DR3 2103392720630278656,,,,0,
Kepler-408,6088,65,65,y,y,-999,-999,-999,48,4,5,Kamiaka et al. (2019),Kamiaka_et_al._(2019),2019AJ....157..137K,https://ui.adsabs.harvard.edu/abs/2019AJ....157..137K,AS,,b,TIC 48450369,Gaia DR3 2131593785132997632,,,,0,
Kepler-420,5520,80,80,y,y,74,32,46,-999,-999,-999,Santerne et al. (2014),Santerne_et_al._(2014),2014A+A...571A..37S,https://ui.adsabs.harvard.edu/abs/2014A%26A...571A..37S,RM,ARoME,b,TIC 159647910,Gaia DR3 2126633166627436928,5.3,,s,0,SN
Kepler-448,6820,120,120,n,n,12.6,3,2.9,-999,-999,-999,Bourrier et al. (2015),Bourrier_et_al._(2015),2015A+A...579A..55B,https://ui.adsabs.harvard.edu/abs/2015A%26A...579A..55B,RM&DT,Ohta+2005,b,TIC 169461816,Gaia DR3 2073860662955260416,,,,0,
Kepler-448,6820,120,120,y,y,-7.1,4.2,2.8,-999,-999,-999,Johnson et al. (2017),Johnson_et_al._(2017),2017AJ....154..137J,https://ui.adsabs.harvard.edu/abs/2017AJ....154..137J,DT,,b,TIC 169461816,Gaia DR3 2073860662955260416,,,,0,
LP_261-75,3138,157,157,y,y,5,11,10,14,8,7,Brady et al. (2025),Brady_et_al._(2025),2025AJ....169...64B,https://ui.adsabs.harvard.edu/abs/2025AJ....169...64B,RM,rmfit:Hirano2010,b,TIC 67646988,Gaia DR3 796443724462555904,,,,0,
MASCARA-1,7554,150,150,n,n,69.5,3,3,-999,-999,-999,Talens et al. (2017),Talens_et_al._(2017),2017A+A...606A..73T,https://ui.adsabs.harvard.edu/abs/2017A%26A...606A..73T,DT,,b,TIC 354619337,Gaia DR3 1744911763437512064,,,,0,
MASCARA-1,7554,150,150,y,y,69.2,3.1,3.4,72.1,2.5,2.4,Hooton et al. (2022),Hooton_et_al._(2022),2022A+A...658A..75H,https://ui.adsabs.harvard.edu/abs/2022A%26A...658A..75H,GD,,b,TIC 354619337,Gaia DR3 1744911763437512064,,,,0,
MASCARA-4,7810,165,165,n,n,247.5,1.5,1.7,-999,-999,-999,Dorval et al. (2020),Dorval_et_al._(2020),2020A+A...635A..60D,https://ui.adsabs.harvard.edu/abs/2020A%26A...635A..60D,DT,,b,TIC 371443216,Gaia DR3 5245968236116294016,732,118,Rice2024,0,FNG
MASCARA-4,7810,165,165,n,n,244,15,15,104,7,13,Ahlers et al. (2020),Ahlers_et_al._(2020),2020ApJ...888...63A,https://ui.adsabs.harvard.edu/abs/2020ApJ...888...63A,GD,,b,TIC 371443216,Gaia DR3 5245968236116294016,732,118,Rice2024,0,FNG
MASCARA-4,7810,165,165,y,y,250.34,0.14,0.14,-999,-999,-99,Zhang et al. (2022),Zhang_et_al._(2022),2022A+A...666A..47Z,https://ui.adsabs.harvard.edu/abs/2022A%26A...666A..47Z,DT,,b,TIC 371443216,Gaia DR3 5245968236116294016,732,118,Rice2024,0,FNG
NGTS-02,6450,50,50,y,y,-11.3,4.8,4.8,-999,-999,-999,Anderson et al. (2018),Anderson_et_al._(2018),arXiv:1809.07709,https://ui.adsabs.harvard.edu/abs/arXiv:1809.07709,RM&DT,Hirano+2011,b,TIC 125739286,Gaia DR3 6220602384081327104,,,,0,
pi_Men_c,5998,62,62,y,y,-24,4.1,4.1,26.9,5.8,4.7,Hozdic et al. (2021),Hozdic_et_al._(2021),2021MNRAS.502.2893K,https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.2893K,RM,???,c,TIC 261136679,Gaia DR3 4623036865373793408,,,,0,
Qatar-1,4820,85,85,y,y,-8.4,7.1,7.1,-999,-999,-999,Covino et al. (2013),Covino_et_al._(2013),2013A+A...554A..28C,https://ui.adsabs.harvard.edu/abs/2013A%26A...554A..28C,RM,Covino +2013: Simulated data,b,TIC 236887394,Gaia DR3 2244830490514284928,34059,,OneMillionBinCat,0,G
Qatar-2,4645,50,50,n,n,4.3,4.5,4.5,-999,-999,-999,Mancini et al. (2014),Mancini_et_al._(2014),2014MNRAS.443.2391M,https://ui.adsabs.harvard.edu/abs/2014MNRAS.443.2391M,SC,,b,TIC 2521105,Gaia DR3 3620030644476623616,,,,0,
Qatar-2,4645,50,50,y,n,0,8,8,-999,-999,-999,Mocnik et al. (2017),Mocnik_et_al._(2017),2017MNRAS.471..394M,https://ui.adsabs.harvard.edu/abs/2017MNRAS.471..394M,SC,,b,TIC 2521105,Gaia DR3 3620030644476623616,,,,0,
Qatar-2,4645,50,50,n,n,0,10,10,-999,-999,-999,Dai et al. (2017),Dai_et_al._(2017),2017AJ....153...40D,https://ui.adsabs.harvard.edu/abs/2017AJ....153...40D,SC,,b,TIC 2521105,Gaia DR3 3620030644476623616,,,,0,
Qatar-2,4645,50,50,n,y,15,20,20,0,43,0,Esposito et al. (2017),Esposito_et_al._(2017),2017A+A...601A..53E,https://ui.adsabs.harvard.edu/abs/2017A%26A...601A..53E,RM,Simulated RM spectra,b,TIC 2521105,Gaia DR3 3620030644476623616,,,,0,
Qatar-4,5218,50,50,y,y,-13,15,19,32,14,13,Zak et al. (2025),Zak_et_al._(2025),2025A+A...694A..91Z,https://ui.adsabs.harvard.edu/abs/2025A%26A...694A..91Z,RM,Boue2013,b,TIC 440113053,Gaia DR3 385697172809355392,,,,0,
Qatar-6,5063,42,42,y,y,0.1,2.6,2.6,22,9,18,Rice et al. (2023),Rice_et_al._(2023),2023AJ....165...65R,https://ui.adsabs.harvard.edu/abs/2023AJ....165...65R,RM,Ellc,b,TIC 311133118,Gaia DR3 1265513389372846848,478,102,Rice2024,0,FNG
Qatar-7,6387,38,38,y,y,-9,11,11,-999,-999,-999,Zak et al. (2025),Zak_et_al._(2025),arXiv:2505.20516,https://ui.adsabs.harvard.edu/abs/arXiv:2505.20516,RM,Boue2013,b,TIC 291685334,Gaia DR3 2878923523472328704,,,,0,
TIC_241249530,6150,50,50,y,y,163.5,9.4,7.7,-999,-999,-999,Gupta et al. (2024),Gupta_et_al._(2024),2024Natur.632...50G,https://ui.adsabs.harvard.edu/abs/2024Natur.632...50G,RM,#N/A,b,TIC 241249530,Gaia DR3 995754258812449024,1667.4,,OneMillionBinCat,0,NG
TOI-1130c,4360,108,108,y,y,4,5,6,-999,-999,-999,Knudstrup et al. (2024),Knudstrup_et_al._(2024),2024A+A...690A.379K,https://ui.adsabs.harvard.edu/abs/2024A%26A...690A.379K,RM,Hirano+2011,c,TIC 254113311,Gaia DR3 6715688452614516736,,,,0,
TOI-1136d,5770,50,50,y,y,5,5,5,0,28,0,Dai et al. (2023),Dai_et_al._(2023),2023AJ....165...33D,https://ui.adsabs.harvard.edu/abs/2023AJ....165...33D,RM,Hirano+2011,b,TIC 142276270,Gaia DR3 1677343097418015488,,,,0,
TOI-1135,6150,102,102,y,y,-68.1,7.5,5.3,72.2,6.4,6.6,Dugan et al. (2025),Dugan_et_al._(2025),arXiv:2510.20740,https://ui.adsabs.harvard.edu/abs/arXiv:2510.20740,RM,Hirano+2011,b,TIC 154872375,Gaia DR3 1726858366624544640        ,,,,0,
TOI-1181,5990,95,95,y,y,-2,16,15,-999,-999,-999,Saunders et al.(2024),Saunders_et_al.(2024),2024AJ....168...81S,https://ui.adsabs.harvard.edu/abs/2024AJ....168...81S,RM,ellc,b,TIC 229510866,Gaia DR3 2241587416547315584,,,,0,
TOI-1259,4775,100,100,y,y,6,21,22,24,14,12,Veldhuis et al.(2025),Veldhuis_et_al.(2025),arXiv:2507.07737,https://ui.adsabs.harvard.edu/abs/arXiv:2507.07737,RM,Ironman+H2010,b,TIC 288735205,Gaia DR3 2294170838587572736,1653.7,,,0,NG
TOI-1268,5257,40,40,y,n,40,7.2,9.9,-999,-999,-999,Dong et al. (2022),Dong_et_al._(2022),2022ApJ...926L...7D,https://ui.adsabs.harvard.edu/abs/2022ApJ...926L...7D,RM&DT,Starry,b,TIC 142394656,Gaia DR3 1675923009431370880,,,,0,
TOI-1268,5257,40,40,y,y,14,14,10,-999,-999,-999,Dong et al. (2022),Dong_et_al._(2022),2022ApJ...926L...7D,https://ui.adsabs.harvard.edu/abs/2022ApJ...926L...7D,RM,Starry,b,TIC 142394656,Gaia DR3 1675923009431370880,,,,0,
