# COLUMN pl_defaultname: NEA-style planet name (host + letter, e.g., "HAT-P-11 b")
# COLUMN hostname: Host star name
# COLUMN tic_id: TESS Input Catalog ID (e.g., "TIC 350020859")
# COLUMN pl_letter: Planet letter (b, c, ...)
# COLUMN pl_orbper: Orbital period [days]
# COLUMN pl_orbpererr1: Orbital period upper unc. [days]
# COLUMN pl_orbpererr2: Orbital period lower unc. [days]
# COLUMN pl_tranmid: Transit mid-time [BJD]
# COLUMN pl_tranmiderr1: Transit mid-time upper unc. [days]
# COLUMN pl_tranmiderr2: Transit mid-time lower unc. [days]
# COLUMN pl_tsystemref: Time system for transit mid-time (BJD_TDB)
# COLUMN pl_orbsmax: Orbital semi-major axis [AU]
# COLUMN pl_orbsmaxerr1: Semi-major axis upper unc. [AU]
# COLUMN pl_orbsmaxerr2: Semi-major axis lower unc. [AU]
# COLUMN pl_orbeccen: Orbital eccentricity (free only if a non-RM RV instrument is present and f_c/f_s float)
# COLUMN pl_orbeccenerr1: Eccentricity upper unc.
# COLUMN pl_orbeccenerr2: Eccentricity lower unc.
# COLUMN pl_orblper: Argument of periastron [deg] (reported when eccentricity is free)
# COLUMN pl_orblpererr1: Argument of periastron upper unc. [deg]
# COLUMN pl_orblpererr2: Argument of periastron lower unc. [deg]
# COLUMN pl_orbincl: Orbital inclination [deg]
# COLUMN pl_orbinclerr1: Inclination upper unc. [deg]
# COLUMN pl_orbinclerr2: Inclination lower unc. [deg]
# COLUMN pl_imppar: Impact parameter
# COLUMN pl_impparerr1: Impact parameter upper unc.
# COLUMN pl_impparerr2: Impact parameter lower unc.
# COLUMN pl_radj: Planet radius [R_Jup]
# COLUMN pl_radjerr1: Planet radius upper unc. [R_Jup]
# COLUMN pl_radjerr2: Planet radius lower unc. [R_Jup]
# COLUMN pl_massj: Planet mass [M_Jup] (reported for transiting planets with non-RM RV and free K)
# COLUMN pl_massjerr1: Planet mass upper unc. [M_Jup]
# COLUMN pl_massjerr2: Planet mass lower unc. [M_Jup]
# COLUMN pl_msinij: Minimum mass m sin i [M_Jup] (used in lieu of pl_massj for non-transiting planets)
# COLUMN pl_msinijerr1: m sin i upper unc. [M_Jup]
# COLUMN pl_msinijerr2: m sin i lower unc. [M_Jup]
# COLUMN pl_trandep: Transit depth [%] (allesfast ppt / 10)
# COLUMN pl_trandeperr1: Transit depth upper unc. [%]
# COLUMN pl_trandeperr2: Transit depth lower unc. [%]
# COLUMN pl_trandur: Transit duration T_14 [hours]
# COLUMN pl_trandurerr1: Transit duration upper unc. [hours]
# COLUMN pl_trandurerr2: Transit duration lower unc. [hours]
# COLUMN pl_ratdor: a / R*
# COLUMN pl_ratdorerr1: a / R* upper unc.
# COLUMN pl_ratdorerr2: a / R* lower unc.
# COLUMN pl_ratror: Rp / R*
# COLUMN pl_ratrorerr1: Rp / R* upper unc.
# COLUMN pl_ratrorerr2: Rp / R* lower unc.
# COLUMN pl_rvamp: RV semi-amplitude K [m/s]
# COLUMN pl_rvamperr1: K upper unc. [m/s]
# COLUMN pl_rvamperr2: K lower unc. [m/s]
# COLUMN pl_eqt: Equilibrium temperature [K]
# COLUMN pl_eqterr1: T_eq upper unc. [K]
# COLUMN pl_eqterr2: T_eq lower unc. [K]
# COLUMN pl_projobliq: Sky-projected obliquity lambda [deg]
# COLUMN pl_projobliqerr1: lambda upper unc. [deg]
# COLUMN pl_projobliqerr2: lambda lower unc. [deg]
# COLUMN pl_trueobliq: True obliquity psi [deg] (reserved; empty unless derived)
# COLUMN pl_trueobliqerr1: psi upper unc. [deg]
# COLUMN pl_trueobliqerr2: psi lower unc. [deg]
# COLUMN rm_snr_combined: Combined matched-filter RM SNR following Kipping (2024); per-dataset SNR = sqrt(Delta chi^2) (with vs. without RM signal, using effective error sqrt(err^2 + jitter)); multiple RM datasets combined in quadrature
# COLUMN st_name: Star name (same as hostname)
# COLUMN host_star_flag: Always 1 (this row is the host star)
# COLUMN st_refname: Reference / publication identifier (placeholder "999" until assigned)
# COLUMN st_teff: Effective temperature T_eff [K]
# COLUMN st_tefferr1: T_eff upper unc. [K]
# COLUMN st_tefferr2: T_eff lower unc. [K]
# COLUMN st_rad: Stellar radius R* [R_Sun]
# COLUMN st_raderr1: R* upper unc. [R_Sun]
# COLUMN st_raderr2: R* lower unc. [R_Sun]
# COLUMN st_mass: Stellar mass M* [M_Sun]
# COLUMN st_masserr1: M* upper unc. [M_Sun]
# COLUMN st_masserr2: M* lower unc. [M_Sun]
# COLUMN st_met: Metallicity [Fe/H] [dex] (sigma floor 0.08 dex)
# COLUMN st_meterr1: Metallicity upper unc. [dex]
# COLUMN st_meterr2: Metallicity lower unc. [dex]
# COLUMN st_metratio: Metallicity convention (always "[Fe/H]")
# COLUMN st_logg: Surface gravity log g* [cgs]
# COLUMN st_loggerr1: log g* upper unc. [cgs]
# COLUMN st_loggerr2: log g* lower unc. [cgs]
# COLUMN st_age: Stellar age [Gyr]
# COLUMN st_ageerr1: Age upper unc. [Gyr]
# COLUMN st_ageerr2: Age lower unc. [Gyr]
# COLUMN st_vsin: Projected rotation velocity v sin i* [km/s]
# COLUMN st_vsinerr1: v sin i* upper unc. [km/s]
# COLUMN st_vsinerr2: v sin i* lower unc. [km/s]
# COLUMN rv_flag: 1 if any RV data is present in the fit, else 0
# COLUMN tran_flag: 1 if any photometry is fit, else 0
# COLUMN peak_prob: For bimodal A_mstar systems: probability mass under this row's stellar-mass mode (Major row > Minor); 1.0 for single-mode systems
# COLUMN BinaryMultiStarFlag: Y if SOCat (May16SoCat.csv) lists any binary/multi-star indicator for this host TIC, else N
#
pl_defaultname,hostname,tic_id,pl_letter,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tsystemref,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_imppar,pl_impparerr1,pl_impparerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_massj,pl_massjerr1,pl_massjerr2,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_eqt,pl_eqterr1,pl_eqterr2,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,rm_snr_combined,st_name,host_star_flag,st_refname,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_mass,st_masserr1,st_masserr2,st_met,st_meterr1,st_meterr2,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_age,st_ageerr1,st_ageerr2,st_vsin,st_vsinerr1,st_vsinerr2,rv_flag,tran_flag,peak_prob,BinaryMultiStarFlag
HD 93963 A c,HD 93963 A,TIC 368435330,c,3.6451391,0.0000041,-0.0000040,2459668.35308,0.00070,-0.00067,BJD_TDB,0.0466,0.0021,-0.0023,,,,,,,86.15,0.43,-0.48,0.642,0.046,-0.048,0.307,0.013,-0.009,,,,,,,0.0960,0.0082,-0.0057,2.360,0.035,-0.032,9.54,0.42,-0.47,0.0300,0.0013,-0.0009,7.0,1.3,-1.4,1226,31,-26,7.6,9.2,-8.5,,,,4.04,HD 93963 A,1,999,5850,100,-110,1.055,0.040,-0.036,1.027,0.059,-0.066,0.083,0.075,-0.077,[Fe/H],4.405,0.043,-0.052,4.5,4.2,-3.0,3.44,0.51,-0.47,1,1,1.0,Y
HIP 33609 b,HIP 33609,TIC 130415266,b,39.4718062,0.0000059,-0.0000059,2459981.72380,0.00016,-0.00016,BJD_TDB,0.283,0.016,-0.015,0.565,0.029,-0.031,164.9,6.2,-6.1,89.25,0.19,-0.17,0.280,0.049,-0.067,1.526,0.025,-0.016,68.6,8.0,-7.9,,,,0.913,0.033,-0.020,6.469,0.016,-0.015,35.4,2.1,-1.8,0.0912,0.0015,-0.0009,2710,290,-280,1229,33,-34,,,,,,,,HIP 33609,1,999,10800,1000,-800,1.798,0.081,-0.080,2.26,0.20,-0.23,-0.34,0.38,-0.49,[Fe/H],4.277,0.058,-0.056,0.26,0.25,-0.17,,,,1,1,1.0,N
K2-105 b,K2-105,TIC 6892385,b,8.2669980,0.0000062,-0.0000064,2457147.9904,0.0016,-0.0016,BJD_TDB,0.0797,0.0018,-0.0026,,,,,,,89.37,0.42,-0.43,0.21,0.13,-0.14,0.3080,0.0074,-0.0073,,,,,,,0.1387,0.0067,-0.0064,3.415,0.052,-0.054,18.71,0.42,-0.60,0.03455,0.00082,-0.00081,13,11,-8,794,13,-9,,,,,,,,K2-105,1,999,5344,63,-71,0.903,0.025,-0.020,0.941,0.046,-0.046,0.282,0.075,-0.078,[Fe/H],4.502,0.023,-0.033,5.2,4.6,-3.4,,,,1,1,1.0,N
K2-139 b,K2-139,TIC 11023038,b,28.3826855,0.0000061,-0.0000062,2457325.81946,0.00027,-0.00027,BJD_TDB,0.1734,0.0064,-0.0059,0.112,0.060,-0.051,272,47,-49,89.311,0.052,-0.055,0.568,0.030,-0.035,0.8452,0.0069,-0.0077,0.33,0.09,-0.10,,,,1.1600,0.0058,-0.0055,5.085,0.027,-0.026,43.7,1.6,-1.5,0.10176,0.00082,-0.00092,24.6,6.9,-7.5,507.2,8.9,-9.0,-9.1,2.4,-2.7,,,,30.35,K2-139,1,999,5126,84,-77,0.861,0.028,-0.027,0.885,0.040,-0.035,0.270,0.080,-0.080,[Fe/H],4.516,0.035,-0.033,7.2,4.4,-4.5,2.45,0.11,-0.10,1,1,1.0,N
K2-140 b,K2-140,TIC 380255458,b,6.5692027,0.0000014,-0.0000013,2457588.285086,0.000098,-0.000098,BJD_TDB,0.0758,0.0019,-0.0024,0.041,0.028,-0.023,150,47,-34,89.61,0.28,-0.45,0.10,0.11,-0.07,1.2095,0.0079,-0.0070,0.891,0.052,-0.052,,,,1.5611,0.0061,-0.0055,3.664,0.019,-0.018,14.88,0.37,-0.47,0.11343,0.00074,-0.00065,109.8,6.4,-6.1,937,15,-11,-11,40,-31,,,,6.09,K2-140,1,999,5609,73,-76,1.011,0.027,-0.024,1.058,0.047,-0.054,0.438,0.062,-0.069,[Fe/H],4.453,0.024,-0.033,3.1,3.3,-2.1,3.01,0.61,-0.40,1,1,1.0,N
K2-232 b,K2-232,TIC 68577662,b,11.1684379,0.0000010,-0.0000010,2457825.351468,0.000058,-0.000061,BJD_TDB,0.0999,0.0020,-0.0020,0.248,0.019,-0.020,182.6,5.1,-5.0,89.43,0.30,-0.23,0.168,0.070,-0.090,1.0341,0.0047,-0.0036,0.423,0.033,-0.031,,,,0.9353,0.0016,-0.0017,5.023,0.010,-0.009,17.88,0.36,-0.36,0.08847,0.00040,-0.00030,39.0,2.9,-2.8,889.7,9.1,-8.8,-33,21,-14,,,,5.91,K2-232,1,999,5863,38,-37,1.2001,0.0033,-0.0035,1.063,0.065,-0.062,0.087,0.075,-0.069,[Fe/H],4.306,0.026,-0.026,5.9,2.8,-2.3,4.15,0.42,-0.41,1,1,1.0,N
K2-234 b,K2-234,TIC 350020859,b,11.81421,0.00026,-0.00027,2457913.8060,0.0011,-0.0010,BJD_TDB,0.1059,0.0040,-0.0040,0.269,0.041,-0.041,36,10,-12,88.3,1.1,-0.8,0.31,0.17,-0.21,0.628,0.014,-0.010,0.1053,0.0098,-0.0088,,,,0.1654,0.0022,-0.0024,5.620,0.078,-0.065,13.10,0.49,-0.50,0.03711,0.00080,-0.00061,9.03,0.71,-0.70,984,19,-18,,,,,,,,K2-234,1,999,5500,100,-100,1.746,0.067,-0.063,1.151,0.041,-0.045,0.481,0.043,-0.055,[Fe/H],4.014,0.034,-0.036,7.9,1.4,-1.0,,,,1,1,0.7233,N
K2-234 b,K2-234,TIC 350020859,b,11.81420,0.00026,-0.00026,2457913.8059,0.0011,-0.0010,BJD_TDB,0.1124,0.0039,-0.0055,0.250,0.035,-0.034,31,10,-11,88.80,0.79,-0.82,0.24,0.17,-0.16,0.625,0.011,-0.009,0.1021,0.0087,-0.0081,,,,0.1654,0.0020,-0.0022,5.604,0.073,-0.059,13.90,0.49,-0.68,0.03697,0.00063,-0.00054,9.19,0.71,-0.70,955,24,-16,,,,,,,,K2-234,1,999,5563,91,-96,1.710,0.063,-0.057,1.29,0.04,-0.12,0.488,0.041,-0.052,[Fe/H],4.085,0.030,-0.056,4.7,2.4,-0.7,,,,1,1,0.2767,N
K2-237 b,K2-237,TIC 16288184,b,2.18053370,0.00000039,-0.00000038,2457706.61643,0.00034,-0.00033,BJD_TDB,0.0353,0.0011,-0.0011,0.049,0.065,-0.035,200,130,-130,87.43,0.79,-0.75,0.277,0.079,-0.085,1.442,0.018,-0.018,1.48,0.22,-0.30,,,,1.721,0.027,-0.027,2.970,0.033,-0.032,6.16,0.18,-0.20,0.1203,0.0015,-0.0015,198,28,-39,1600,26,-23,97.3,9.3,-8.7,,,,3.99,K2-237,1,999,6163,98,-99,1.231,0.037,-0.036,1.230,0.050,-0.058,0.305,0.074,-0.078,[Fe/H],4.348,0.027,-0.033,1.6,1.7,-1.1,11.78,0.87,-0.88,1,1,1.0,N
K2-25 b,K2-25,TIC 434226736,b,3.48456676,0.00000037,-0.00000036,2458515.64337,0.00016,-0.00016,BJD_TDB,0.0296,0.0011,-0.0010,0.366,0.079,-0.077,87,40,-42,87.19,0.24,-0.27,0.701,0.037,-0.051,0.3208,0.0051,-0.0060,0.084,0.044,-0.041,,,,1.252,0.020,-0.022,0.777,0.024,-0.024,21.25,0.79,-0.73,0.1101,0.0017,-0.0021,28,14,-13,443.4,7.8,-8.0,15,31,-33,,,,1.36,K2-25,1,999,3165,59,-59,0.299,0.012,-0.012,0.286,0.024,-0.025,0.167,0.068,-0.070,[Fe/H],4.941,0.036,-0.036,7.1,4.6,-4.8,7.77,0.50,-0.50,1,1,1.0,N
K2-261 b,K2-261,TIC 281731203,b,11.6334733,0.0000049,-0.0000047,2458151.14402,0.00054,-0.00057,BJD_TDB,0.1051,0.0043,-0.0042,0.317,0.060,-0.064,131,15,-16,88.4,1.0,-0.8,0.27,0.17,-0.18,0.866,0.014,-0.010,0.194,0.023,-0.024,,,,0.3327,0.0062,-0.0068,5.119,0.045,-0.037,13.47,0.55,-0.54,0.05305,0.00086,-0.00062,17.4,2.0,-2.2,956,20,-19,33,30,-55,,,,3.84,K2-261,1,999,5470,100,-100,1.654,0.064,-0.061,1.099,0.043,-0.048,0.355,0.071,-0.072,[Fe/H],4.042,0.037,-0.039,9.0,1.8,-1.3,1.31,0.58,-0.44,1,1,0.7632,N
K2-261 b,K2-261,TIC 281731203,b,11.6334732,0.0000050,-0.0000047,2458151.14405,0.00053,-0.00054,BJD_TDB,0.1117,0.0042,-0.0066,0.271,0.064,-0.057,137,14,-16,88.56,0.90,-0.75,0.28,0.15,-0.18,0.867,0.013,-0.010,0.188,0.022,-0.022,,,,0.3327,0.0060,-0.0068,5.119,0.042,-0.035,14.31,0.54,-0.85,0.05307,0.00082,-0.00063,17.6,1.9,-2.1,928,29,-17,32,30,-50,,,,3.84,K2-261,1,999,5530,90,-100,1.619,0.061,-0.055,1.24,0.05,-0.13,0.378,0.071,-0.074,[Fe/H],4.113,0.033,-0.070,5.2,3.6,-0.9,1.36,0.56,-0.44,1,1,0.2368,N
K2-267 b,K2-267,TIC 411839167,b,6.1802656,0.0000011,-0.0000011,2457865.11034,0.00096,-0.00073,BJD_TDB,0.0712,0.0043,-0.0047,0.15,0.15,-0.10,130,90,-100,85.79,0.55,-0.72,0.650,0.034,-0.057,1.148,0.013,-0.017,3.3,1.3,-1.3,,,,0.5448,0.0042,-0.0036,4.109,0.030,-0.033,9.35,0.57,-0.62,0.0721,0.0008,-0.0011,280,100,-110,1397,49,-41,,,,,,,,K2-267,1,999,6480,150,-150,1.72,0.12,-0.10,1.461,0.076,-0.078,0.138,0.079,-0.077,[Fe/H],4.132,0.053,-0.061,1.77,0.83,-0.69,,,,1,1,1.0,Y
K2-287 b,K2-287,TIC 73848324,b,14.893223,0.000040,-0.000040,2458001.72225,0.00025,-0.00027,BJD_TDB,0.1257,0.0056,-0.0052,0.482,0.026,-0.027,9.5,8.2,-5.6,88.06,0.28,-0.24,0.590,0.055,-0.087,0.879,0.019,-0.022,0.276,0.025,-0.023,,,,0.7061,0.0027,-0.0030,3.564,0.028,-0.029,23.9,1.1,-1.0,0.0798,0.0017,-0.0019,29.8,2.4,-2.3,673,14,-15,25,12,-12,,,,7.52,K2-287,1,999,5590,140,-160,1.075,0.038,-0.034,1.025,0.070,-0.063,0.289,0.069,-0.075,[Fe/H],4.385,0.045,-0.042,6.4,4.2,-3.9,1.61,0.20,-0.19,1,1,1.0,N
K2-290 b,K2-290,TIC 70803960,b,9.21181,0.00027,-0.00023,2457994.7711,0.0018,-0.0019,BJD_TDB,0.0913,0.0033,-0.0029,0.17,0.23,-0.11,100,240,-80,88.37,1.00,-0.78,0.32,0.18,-0.21,0.3033,0.0066,-0.0052,0.021,0.019,-0.014,,,,0.0459,0.0012,-0.0013,5.003,0.069,-0.065,12.59,0.45,-0.41,0.01999,0.00043,-0.00034,2.0,1.8,-1.3,1125,19,-20,-176,48,-56,,,,4.12,K2-290,1,999,6180,110,-100,1.570,0.054,-0.057,1.228,0.045,-0.054,0.046,0.060,-0.050,[Fe/H],4.134,0.031,-0.029,4.16,0.90,-0.67,7.09,0.64,-0.64,1,1,1.0,Y
K2-290 c,K2-290,TIC 70803960,c,48.367777,0.000026,-0.000027,2458019.17276,0.00027,-0.00028,BJD_TDB,0.2758,0.0098,-0.0089,0.114,0.034,-0.033,76,18,-13,89.132,0.090,-0.094,0.513,0.046,-0.045,1.045,0.011,-0.009,0.771,0.051,-0.053,,,,0.5229,0.0025,-0.0029,8.148,0.034,-0.035,38.0,1.4,-1.2,0.06890,0.00069,-0.00058,39.4,2.1,-2.3,648,11,-11,157.4,7.3,-7.4,,,,14.91,K2-290,1,999,6180,110,-100,1.570,0.054,-0.057,1.228,0.045,-0.054,0.046,0.060,-0.050,[Fe/H],4.134,0.031,-0.029,4.16,0.90,-0.67,7.09,0.64,-0.64,1,1,1.0,Y
K2-29 b,K2-29,TIC 56399553,b,3.25883440,0.00000017,-0.00000017,2453219.00675,0.00031,-0.00030,BJD_TDB,0.0387,0.0010,-0.0010,0.044,0.034,-0.030,196,43,-51,86.87,0.20,-0.20,0.606,0.022,-0.025,1.067,0.013,-0.014,0.698,0.049,-0.044,,,,2.304,0.031,-0.031,2.228,0.014,-0.013,10.98,0.30,-0.27,0.1449,0.0017,-0.0018,101.8,6.2,-5.8,1002,13,-13,-10,13,-13,,,,5.56,K2-29,1,999,5110,100,-100,0.799,0.023,-0.023,0.855,0.039,-0.039,0.152,0.080,-0.079,[Fe/H],4.564,0.024,-0.023,4.5,4.0,-3.1,3.50,0.37,-0.37,1,1,1.0,Y
K2-329 b,K2-329,TIC 301258470,b,12.4551199,0.0000048,-0.0000049,2457773.15727,0.00025,-0.00025,BJD_TDB,0.0991,0.0033,-0.0033,0.103,0.047,-0.051,143,42,-28,89.53,0.26,-0.61,0.20,0.29,-0.11,0.761,0.022,-0.011,0.248,0.021,-0.024,,,,1.096,0.012,-0.011,3.606,0.055,-0.044,26.20,0.87,-0.88,0.0961,0.0027,-0.0013,23.8,1.8,-2.3,661,11,-11,50,18,-28,,,,13.96,K2-329,1,999,5209,80,-82,0.822,0.026,-0.025,0.861,0.039,-0.038,0.109,0.068,-0.070,[Fe/H],4.545,0.031,-0.033,5.6,5.1,-3.8,1.87,0.87,-0.35,1,1,1.0,Y
K2-34 b,K2-34,TIC 178217113,b,2.99563603,0.00000021,-0.00000021,2457141.351225,0.000086,-0.000090,BJD_TDB,0.0451,0.0011,-0.0010,0.012,0.019,-0.009,200,90,-110,82.86,0.31,-0.29,0.8289,0.0084,-0.0086,1.279,0.021,-0.017,1.391,0.041,-0.040,,,,0.7504,0.0025,-0.0024,2.462,0.011,-0.011,6.66,0.16,-0.14,0.0902,0.0015,-0.0012,205.8,5.3,-4.9,1541,17,-18,1.6,9.6,-9.0,,,,3.71,K2-34,1,999,6160,110,-100,1.384,0.033,-0.034,1.177,0.068,-0.068,0.023,0.065,-0.054,[Fe/H],4.225,0.025,-0.023,4.0,1.7,-1.4,6.10,0.46,-0.47,1,1,1.0,N
KELT-10 b,KELT-10,TIC 269217040,b,4.1662556,0.0000011,-0.0000011,2457066.71897,0.00092,-0.00093,BJD_TDB,0.0515,0.0011,-0.0013,0.025,0.026,-0.017,110,120,-60,89.29,0.51,-0.62,0.115,0.099,-0.082,1.3392,0.0075,-0.0062,0.714,0.029,-0.027,,,,1.5807,0.0081,-0.0080,3.715,0.015,-0.014,9.37,0.19,-0.24,0.11653,0.00065,-0.00053,85.1,3.7,-3.6,1252,16,-13,17,23,-18,,,,15.75,KELT-10,1,999,5826,85,-88,1.178,0.029,-0.026,1.037,0.058,-0.056,0.105,0.071,-0.066,[Fe/H],4.313,0.022,-0.027,6.8,2.8,-2.3,2.48,0.44,-0.19,1,1,1.0,N
KELT-11 b,KELT-11,TIC 55092869,b,4.73620547,0.00000083,-0.00000081,2457483.43125,0.00046,-0.00046,BJD_TDB,0.0623,0.0032,-0.0033,0.154,0.055,-0.054,95,30,-28,87.1,1.9,-1.7,0.20,0.12,-0.13,1.534,0.072,-0.078,0.207,0.029,-0.028,,,,0.349,0.047,-0.044,7.073,0.022,-0.022,4.62,0.24,-0.24,0.0544,0.0025,-0.0027,19.5,2.4,-2.4,1557,42,-39,,,,,,,,KELT-11,1,999,5190,120,-110,2.88,0.13,-0.13,1.416,0.067,-0.096,0.252,0.078,-0.077,[Fe/H],3.671,0.045,-0.055,3.5,1.0,-0.5,,,,1,1,0.8773,N
KELT-11 b,KELT-11,TIC 55092869,b,4.73620555,0.00000084,-0.00000086,2457483.43127,0.00056,-0.00051,BJD_TDB,0.0584,0.0049,-0.0037,0.194,0.076,-0.079,88,24,-20,85.7,2.2,-1.9,0.27,0.12,-0.14,1.47,0.09,-0.15,0.222,0.034,-0.033,,,,0.311,0.054,-0.058,7.063,0.025,-0.026,4.34,0.36,-0.27,0.0522,0.0032,-0.0054,19.8,2.6,-2.7,1608,53,-63,,,,,,,,KELT-11,1,999,5140,120,-100,2.95,0.12,-0.13,1.22,0.24,-0.11,0.230,0.080,-0.077,[Fe/H],3.595,0.091,-0.072,5.8,2.9,-2.6,,,,1,1,0.1227,N
KELT-14 b,KELT-14,TIC 134537478,b,1.710053484,0.000000089,-0.000000090,2456665.22449,0.00018,-0.00018,BJD_TDB,0.02907,0.00045,-0.00044,0.011,0.011,-0.007,136,96,-64,79.03,0.30,-0.32,0.8404,0.0078,-0.0071,1.566,0.031,-0.022,1.248,0.021,-0.021,,,,1.136,0.020,-0.020,2.191,0.010,-0.009,4.439,0.069,-0.067,0.1142,0.0022,-0.0016,183.8,2.5,-4.0,1794,14,-14,0.0,1.0,-1.0,,,,19.66,KELT-14,1,999,5890,120,-110,1.455,0.029,-0.029,1.237,0.060,-0.060,0.368,0.069,-0.071,[Fe/H],4.204,0.016,-0.016,4.2,1.5,-1.2,2.45,0.21,-0.19,1,1,1.0,Y
KELT-17 b,KELT-17,TIC 6893917,b,3.08018004,0.00000032,-0.00000032,2457287.74544,0.00040,-0.00040,BJD_TDB,0.0527,0.0015,-0.0020,0.053,0.074,-0.038,160,130,-120,84.64,0.32,-0.47,0.578,0.012,-0.012,1.654,0.014,-0.014,1.55,0.37,-0.33,,,,0.954,0.024,-0.024,3.4734,0.0066,-0.0066,6.28,0.18,-0.24,0.09421,0.00079,-0.00080,166,39,-35,1800,36,-25,-127.5,7.7,-6.5,,,,9.99,KELT-17,1,999,7440,120,-130,1.681,0.061,-0.046,1.658,0.051,-0.051,0.006,0.066,-0.063,[Fe/H],4.208,0.026,-0.036,0.58,0.25,-0.21,49.08,0.50,-0.50,1,1,1.0,N
KELT-18 b,KELT-18,TIC 293687315,b,2.87169951,0.00000038,-0.00000038,2457542.52430,0.00029,-0.00030,BJD_TDB,0.02617,0.00060,-0.00096,0.032,0.037,-0.023,130,170,-80,89.09,0.63,-0.81,0.079,0.070,-0.055,0.9003,0.0021,-0.0020,1.98,0.19,-0.17,,,,0.7890,0.0027,-0.0030,4.6218,0.0089,-0.0084,5.12,0.12,-0.19,0.08411,0.00019,-0.00018,126,11,-10,1956,37,-22,,,,,,,,KELT-18,1,999,6610,90,-110,1.928,0.063,-0.048,1.553,0.061,-0.066,0.117,0.080,-0.076,[Fe/H],4.060,0.023,-0.035,1.63,0.46,-0.37,,,,1,1,1.0,Y
KELT-1 b,KELT-1,TIC 432549364,b,1.217493771,0.000000061,-0.000000059,2455914.16356,0.00018,-0.00019,BJD_TDB,0.02538,0.00023,-0.00033,0.009,0.010,-0.007,100,180,-60,88.8,0.9,-1.2,0.079,0.077,-0.055,1.1077,0.0089,-0.0077,28.30,0.48,-0.43,,,,0.666,0.014,-0.015,2.7267,0.0071,-0.0070,3.695,0.033,-0.047,0.07708,0.00062,-0.00053,4231,53,-51,2191,14,-10,-2,19,-19,,,,6.99,KELT-1,1,999,6603,94,-93,1.461,0.023,-0.023,1.421,0.055,-0.058,0.150,0.078,-0.077,[Fe/H],4.262,0.010,-0.013,0.81,0.58,-0.43,55.7,2.0,-2.0,1,1,1.0,N
KELT-23 A b,KELT-23 A,TIC 458478250,b,2.255287706,0.000000050,-0.000000050,2458918.461282,0.000029,-0.000029,BJD_TDB,0.03366,0.00041,-0.00041,0.037,0.012,-0.012,46,18,-17,85.83,0.11,-0.11,0.5260,0.0051,-0.0054,1.2637,0.0024,-0.0024,0.957,0.013,-0.013,,,,1.9414,0.0019,-0.0018,2.2860,0.0023,-0.0022,7.421,0.091,-0.090,0.13316,0.00026,-0.00026,150.3,3.4,-3.4,1397.2,8.5,-8.5,-179.8,5.4,-5.4,,,,14.64,KELT-23 A,1,999,5838,69,-66,0.977,0.017,-0.016,1.007,0.042,-0.046,-0.042,0.086,-0.055,[Fe/H],4.461,0.013,-0.014,2.7,2.3,-1.7,0.460,0.046,-0.046,1,1,1.0,Y
KELT-24 b,KELT-24,TIC 349827430,b,5.55149293,0.00000030,-0.00000030,2459184.450723,0.000031,-0.000032,BJD_TDB,0.06791,0.00096,-0.00097,0.0370,0.0086,-0.0077,30,310,-20,89.37,0.27,-0.21,0.115,0.039,-0.049,1.1781,0.0028,-0.0022,4.96,0.12,-0.12,,,,0.888,0.083,-0.069,4.3100,0.0036,-0.0035,10.54,0.15,-0.15,0.08739,0.00021,-0.00016,449.3,7.4,-7.4,1294.7,9.4,-9.0,-49,14,-10,,,,6.24,KELT-24,1,999,6557,78,-74,1.405,0.025,-0.025,1.416,0.047,-0.049,0.195,0.077,-0.078,[Fe/H],4.294,0.013,-0.014,0.48,0.49,-0.31,19.43,0.50,-0.50,1,1,1.0,Y
