System,teff,teffuerr,tefflerr,pflag,lambdadeg,lambdauerr,lambdalerr,psi,psiuerr,psilerr,Author_string,Ephemeris_Url,normalized_lambdadeg,normalized_lambdauerr,normalized_lambdalerr,Albrecht2022_Excluded_Flag,BinaryMultiStarFlag,SOCatflag,Method,pl_orbper,pl_orbperuerr,pl_orbperlerr,pl_orbeccen,pl_orbeccenuerr,pl_orbeccenlerr,pl_orbsmax,pl_orbsmaxuerr,pl_orbsmaxlerr,pl_orbincl,pl_orbincluerr,pl_orbincllerr,pl_bmassj,pl_bmassjuerr,pl_bmassjlerr,pl_radj,pl_radjuerr,pl_radjlerr,pl_ratror,pl_ratroruerr,pl_ratrorlerr,pl_ratdor,pl_ratdoruerr,pl_ratdorlerr,pl_imppar,pl_impparuerr,pl_impparlerr,pl_trandur,pl_tranduruerr,pl_trandurlerr,st_teff,st_teffuerr,st_tefflerr,st_mass,st_massuerr,st_masslerr,st_rad,st_raduerr,st_radlerr,st_met,st_metuerr,st_metlerr,st_logg,st_logguerr,st_logglerr,st_age,st_ageuerr,st_agelerr
HAT-P-03,5190,80,80,n,-25.3,29.4,22.8,75.7,8.5,7.9,Bourrier_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023A%26A...669A..63B,25.3,22.8,29.4,0,FNG,y,RMR,2.8997,5.4e-05,5.4e-05,0.0,,,0.03866,0.00041,0.00041,87.24,0.69,0.69,0.65,0.11,0.11,0.94,0.07,0.07,0.11091,0.00048,0.00048,10.05,0.5,0.5,0.615,0.012,0.012,2.0808,0.0082,0.0082,5185.0,80.0,80.0,1.06,0.28,0.28,0.87,0.06,0.06,0.27,,,4.56,0.03,0.03,1.6,2.1,2.1
HAT-P-04,6036,46,46,y,-4.9,11.9,11.9,-999.0,-999.0,-999.0,Winn_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011AJ....141...63W,4.9,11.9,11.9,0,SNG,y,RM,3.056536,,,0.0,,,0.04438,0.00081,0.0015,89.91,0.09,2.2,0.671,0.033,0.044,1.274,0.049,0.06,0.082,0.00044,0.00044,6.04,0.03,0.18,0.01,0.23,0.01,4.224,0.0072,0.0072,5860.0,80.0,80.0,1.248,0.07,0.12,1.596,0.06,0.075,0.24,0.08,0.08,4.127,0.019,0.027,3.9,0.8,1.4
HAT-P-06,6570,80,80,n,166.0,10.0,10.0,-999.0,-999.0,-999.0,H&eacute;brard_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011A%26A...527L..11H,166.0,10.0,10.0,0,,n,RM,3.85298,5e-06,5e-06,0.0,,,0.05239,0.0008,0.00082,85.51,0.35,0.35,1.32,0.3,0.3,1.48,0.15,0.15,0.0934,0.0005,0.0005,7.73,0.34,0.34,0.602,0.03,0.03,3.5064,0.0408,0.0408,6570.0,80.0,80.0,1.79,0.6,0.6,1.62,0.17,0.17,-0.13,,,4.22,0.03,0.03,2.3,0.5,0.7
HAT-P-06,6570,80,80,y,165.0,6.0,6.0,-999.0,-999.0,-999.0,Albrecht_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A,165.0,6.0,6.0,0,,y,RM,3.85298,5e-06,5e-06,0.0,,,0.05239,0.0008,0.00082,85.51,0.35,0.35,1.32,0.3,0.3,1.48,0.15,0.15,0.0934,0.0005,0.0005,7.73,0.34,0.34,0.602,0.03,0.03,3.5064,0.0408,0.0408,6570.0,80.0,80.0,1.79,0.6,0.6,1.62,0.17,0.17,-0.13,,,4.22,0.03,0.03,2.3,0.5,0.7
HAT-P-07,6310,15,15,n,182.5,9.4,9.4,94.6,5.5,3.0,Winn_et_al._(2009),https://ui.adsabs.harvard.edu/abs/2009ApJ...703L..99W,177.5,9.4,9.4,0,NG,n,RM,2.20474,1.7e-05,1.7e-05,0.0,,,0.03809,0.00019,0.00019,83.11,0.03,0.03,1.84,0.53,0.53,1.51,0.21,0.21,0.075408,8e-06,7e-06,4.13,0.15,0.15,0.496,0.0011,0.0013,3.88216,0.00044,0.00044,6389.0,17.0,17.0,1.56,0.68,0.68,2.0,0.28,0.28,0.26,,,4.07,0.06,0.06,1.78,0.17,0.19
HAT-P-07,6310,15,15,n,-132.6,10.5,16.3,-999.0,-999.0,-999.0,Narita_et_al._(2009),https://ui.adsabs.harvard.edu/abs/2009PASJ...61L..35N,132.6,16.3,10.5,0,NG,n,RM,2.20474,1.7e-05,1.7e-05,0.0,,,0.03809,0.00019,0.00019,83.11,0.03,0.03,1.84,0.53,0.53,1.51,0.21,0.21,0.075408,8e-06,7e-06,4.13,0.15,0.15,0.496,0.0011,0.0013,3.88216,0.00044,0.00044,6389.0,17.0,17.0,1.56,0.68,0.68,2.0,0.28,0.28,0.26,,,4.07,0.06,0.06,1.78,0.17,0.19
HAT-P-07,6310,15,15,n,155.0,37.0,37.0,-999.0,-999.0,-999.0,Albrecht_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A,155.0,37.0,37.0,0,NG,y,RM,2.20474,1.7e-05,1.7e-05,0.0,,,0.03809,0.00019,0.00019,83.11,0.03,0.03,1.84,0.53,0.53,1.51,0.21,0.21,0.075408,8e-06,7e-06,4.13,0.15,0.15,0.496,0.0011,0.0013,3.88216,0.00044,0.00044,6389.0,17.0,17.0,1.56,0.68,0.68,2.0,0.28,0.28,0.26,,,4.07,0.06,0.06,1.78,0.17,0.19
HAT-P-07,6310,15,15,n,136.0,16.0,22.0,87.0,2.0,2.0,Masuda_(2015)_solution_2,https://ui.adsabs.harvard.edu/abs/2015ApJ...805...28M,136.0,16.0,22.0,0,NG,n,RM,2.20474,1.7e-05,1.7e-05,0.0,,,0.03809,0.00019,0.00019,83.11,0.03,0.03,1.84,0.53,0.53,1.51,0.21,0.21,0.075408,8e-06,7e-06,4.13,0.15,0.15,0.496,0.0011,0.0013,3.88216,0.00044,0.00044,6389.0,17.0,17.0,1.56,0.68,0.68,2.0,0.28,0.28,0.26,,,4.07,0.06,0.06,1.78,0.17,0.19
HAT-P-07,6310,15,15,y,220.3,8.2,9.3,115.0,19.0,16.0,Benomar_et_al._(2014),https://ui.adsabs.harvard.edu/abs/2014PASJ...66...94B,139.7,9.3,8.2,0,NG,n,AS,2.20474,1.7e-05,1.7e-05,0.0,,,0.03809,0.00019,0.00019,83.11,0.03,0.03,1.84,0.53,0.53,1.51,0.21,0.21,0.075408,8e-06,7e-06,4.13,0.15,0.15,0.496,0.0011,0.0013,3.88216,0.00044,0.00044,6389.0,17.0,17.0,1.56,0.68,0.68,2.0,0.28,0.28,0.26,,,4.07,0.06,0.06,1.78,0.17,0.19
HAT-P-07,6310,15,15,n,-999.0,-999.0,-999.0,97.0,14.0,14.0,Lund_et_al._(2014),https://ui.adsabs.harvard.edu/abs/2014A%26A...570A..54L,999.0,-999.0,-999.0,0,NG,n,AS,2.20474,1.7e-05,1.7e-05,0.0,,,0.03809,0.00019,0.00019,83.11,0.03,0.03,1.84,0.53,0.53,1.51,0.21,0.21,0.075408,8e-06,7e-06,4.13,0.15,0.15,0.496,0.0011,0.0013,3.88216,0.00044,0.00044,6389.0,17.0,17.0,1.56,0.68,0.68,2.0,0.28,0.28,0.26,,,4.07,0.06,0.06,1.78,0.17,0.19
HAT-P-07,6310,15,15,n,142.0,12.0,16.0,101.0,2.0,2.0,Masuda_(2015)_solution_1,https://ui.adsabs.harvard.edu/abs/2015ApJ...805...28M,142.0,12.0,16.0,0,NG,n,GD,2.20474,1.7e-05,1.7e-05,0.0,,,0.03809,0.00019,0.00019,83.11,0.03,0.03,1.84,0.53,0.53,1.51,0.21,0.21,0.075408,8e-06,7e-06,4.13,0.15,0.15,0.496,0.0011,0.0013,3.88216,0.00044,0.00044,6389.0,17.0,17.0,1.56,0.68,0.68,2.0,0.28,0.28,0.26,,,4.07,0.06,0.06,1.78,0.17,0.19
HAT-P-07,6310,15,15,n,-999.0,-999.0,-999.0,116.4,30.2,14.7,Campante_et_al._(2016),https://ui.adsabs.harvard.edu/abs/2016ApJ...819...85C,999.0,-999.0,-999.0,0,NG,n,AS,2.20474,1.7e-05,1.7e-05,0.0,,,0.03809,0.00019,0.00019,83.11,0.03,0.03,1.84,0.53,0.53,1.51,0.21,0.21,0.075408,8e-06,7e-06,4.13,0.15,0.15,0.496,0.0011,0.0013,3.88216,0.00044,0.00044,6389.0,17.0,17.0,1.56,0.68,0.68,2.0,0.28,0.28,0.26,,,4.07,0.06,0.06,1.78,0.17,0.19
HAT-P-08,6200,80,80,n,-9.7,9.0,7.7,-999.0,-999.0,-999.0,Simpson_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011MNRAS.414.3023S,9.7,7.7,9.0,0,SN,n,RM,3.07634,4e-06,4e-06,0.0,,,0.04496,0.00046,0.00045,87.8,0.76,0.76,1.28,0.27,0.27,1.4,0.13,0.13,0.0921,0.0005,0.0005,6.13,0.29,0.29,0.32,0.09,0.19,3.9016058,0.0201032,0.0201032,6200.0,80.0,80.0,1.27,0.41,0.41,1.57,0.15,0.15,0.01,,,4.15,0.03,0.03,3.4,1.0,1.0
HAT-P-08,6200,80,80,y,-17.0,9.2,11.5,-999.0,-999.0,-999.0,Moutou_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011A%26A...533A.113M,17.0,11.5,9.2,0,SN,y,RM,3.07634,4e-06,4e-06,0.0,,,0.04496,0.00046,0.00045,87.8,0.76,0.76,1.28,0.27,0.27,1.4,0.13,0.13,0.0921,0.0005,0.0005,6.13,0.29,0.29,0.32,0.09,0.19,3.9016058,0.0201032,0.0201032,6200.0,80.0,80.0,1.27,0.41,0.41,1.57,0.15,0.15,0.01,,,4.15,0.03,0.03,3.4,1.0,1.0
HAT-P-09,6350,150,150,y,-16.0,8.0,8.0,-999.0,-999.0,-999.0,Moutou_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011A%26A...533A.113M,16.0,8.0,8.0,0,,y,RM,3.92281072,1.02e-06,1.02e-06,0.084,0.052,0.047,0.05287,0.00078,0.00078,86.44,0.37,0.36,0.749,0.064,0.063,1.393,0.067,0.065,0.10696,0.00086,0.00087,8.5,0.34,0.35,0.51,0.044,0.052,3.36,0.0336,0.0336,6350.0,150.0,150.0,1.281,0.057,0.056,1.338,0.065,0.06,0.12,0.2,0.2,4.293,0.033,0.035,1.6,1.8,1.4
HAT-P-11,4780,50,50,n,103.0,26.0,10.0,-999.0,-999.0,-999.0,Winn_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010ApJ...723L.223W,103.0,26.0,10.0,0,,n,RM,4.888,0.0001,0.0001,0.251,0.045,0.047,0.05258,0.0006,0.0006,89.027,0.068,0.068,0.0787,0.0048,0.0048,0.38897315,0.00535284,0.00535284,0.057989,4.9e-05,3.3e-05,16.7184,0.0515,0.0515,0.227,0.013,0.015,2.35562,0.00093,0.00094,4653.0,33.0,35.0,0.811,0.03,0.03,0.683,0.009,0.009,0.31,0.05,0.05,4.663,0.012,0.012,2.69,2.88,1.24
HAT-P-11,4780,50,50,n,103.0,22.0,18.0,-999.0,-999.0,-999.0,Hirano_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011PASJ...63S.531H,103.0,22.0,18.0,0,,n,RM,4.888,0.0001,0.0001,0.251,0.045,0.047,0.05258,0.0006,0.0006,89.027,0.068,0.068,0.0787,0.0048,0.0048,0.38897315,0.00535284,0.00535284,0.057989,4.9e-05,3.3e-05,16.7184,0.0515,0.0515,0.227,0.013,0.015,2.35562,0.00093,0.00094,4653.0,33.0,35.0,0.811,0.03,0.03,0.683,0.009,0.009,0.31,0.05,0.05,4.663,0.012,0.012,2.69,2.88,1.24
HAT-P-11,4780,50,50,y,133.9,7.1,8.3,104.9,8.6,9.1,Bourrier_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023A%26A...669A..63B,133.9,7.1,8.3,0,,y,RMR,4.888,0.0001,0.0001,0.251,0.045,0.047,0.05258,0.0006,0.0006,89.027,0.068,0.068,0.0787,0.0048,0.0048,0.38897315,0.00535284,0.00535284,0.057989,4.9e-05,3.3e-05,16.7184,0.0515,0.0515,0.227,0.013,0.015,2.35562,0.00093,0.00094,4653.0,33.0,35.0,0.811,0.03,0.03,0.683,0.009,0.009,0.31,0.05,0.05,4.663,0.012,0.012,2.69,2.88,1.24
HAT-P-11,4780,50,50,n,106.0,15.0,12.0,106.0,15.0,11.0,Sanchis-Ojeda_et_al._(2011)_solution_1,https://ui.adsabs.harvard.edu/abs/2011ApJ...743...61S,106.0,15.0,12.0,0,,n,SC,4.888,0.0001,0.0001,0.251,0.045,0.047,0.05258,0.0006,0.0006,89.027,0.068,0.068,0.0787,0.0048,0.0048,0.38897315,0.00535284,0.00535284,0.057989,4.9e-05,3.3e-05,16.7184,0.0515,0.0515,0.227,0.013,0.015,2.35562,0.00093,0.00094,4653.0,33.0,35.0,0.811,0.03,0.03,0.683,0.009,0.009,0.31,0.05,0.05,4.663,0.012,0.012,2.69,2.88,1.24
HAT-P-11,4780,50,50,n,121.0,24.0,21.0,97.0,8.0,4.0,Sanchis-Ojeda_et_al._(2011)_solution_2,https://ui.adsabs.harvard.edu/abs/2011ApJ...743...61S,121.0,24.0,21.0,0,,n,SC,4.888,0.0001,0.0001,0.251,0.045,0.047,0.05258,0.0006,0.0006,89.027,0.068,0.068,0.0787,0.0048,0.0048,0.38897315,0.00535284,0.00535284,0.057989,4.9e-05,3.3e-05,16.7184,0.0515,0.0515,0.227,0.013,0.015,2.35562,0.00093,0.00094,4653.0,33.0,35.0,0.811,0.03,0.03,0.683,0.009,0.009,0.31,0.05,0.05,4.663,0.012,0.012,2.69,2.88,1.24
HAT-P-12,4665,45,45,y,-54.0,41.0,13.0,-999.0,-999.0,-999.0,Mancini_et_al._(2018),https://ui.adsabs.harvard.edu/abs/2018A%26A...613A..41M,54.0,13.0,41.0,0,,y,RM,3.2130598,2.1e-06,2.1e-06,0.0,,,0.0384,0.0003,0.0003,89.0,0.4,0.4,0.211,0.012,0.012,0.959,0.029,0.021,0.1406,0.0013,0.0013,11.77,0.15,0.21,0.211,0.066,0.078,2.3376,0.0144,0.0144,4650.0,60.0,60.0,0.733,0.018,0.018,0.701,0.017,0.012,-0.29,0.05,0.05,4.61,0.01,0.01,2.5,2.0,2.0
HAT-P-13,5653,90,90,y,1.9,8.6,8.6,-999.0,-999.0,-999.0,Winn_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010ApJ...718..575W,1.9,8.6,8.6,0,,y,RM,2.91625,1.5e-05,1.5e-05,0.0133,0.0041,0.0041,0.04383,0.00068,0.00068,83.4,0.68,0.68,0.851,0.038,0.038,1.272,0.065,0.065,0.08389,0.00081,0.00081,5.8928,0.2611,0.2398,0.679,0.043,0.043,3.28681,0.0285336,0.0285336,5653.0,90.0,90.0,1.32,0.062,0.062,1.756,0.046,0.046,0.46,0.07,0.07,4.13,0.04,0.04,5.0,2.5,0.7
HAT-P-14,6600,90,90,y,189.1,5.1,5.1,-999.0,-999.0,-999.0,Winn_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011AJ....141...63W,170.9,5.1,5.1,0,N,y,RM,4.62767,5e-06,5e-06,0.11,0.01,0.01,0.0596,0.0005,0.0005,83.5,0.3,0.3,3.44,0.63,0.63,1.42,0.12,0.12,0.0793,0.001,0.001,8.9,0.36,0.36,0.9072,0.0057,0.0051,2.1888,0.0408,0.0408,6600.0,90.0,90.0,2.65,0.73,0.73,1.82,0.15,0.15,0.11,,,4.25,0.03,0.03,1.6,0.4,0.3
HAT-P-15,5620,20,20,y,13.0,6.0,6.0,-999.0,-999.0,-999.0,Mancini_et_al._(2022),https://ui.adsabs.harvard.edu/abs/2022A%26A...664A.162M,13.0,6.0,6.0,0,,y,RM,10.8635,2.7e-05,2.7e-05,0.19,0.02,0.02,0.0965,0.0013,0.0014,89.1,0.2,0.2,1.94,0.3,0.3,1.06,0.07,0.07,0.1019,0.0009,0.0009,19.25,0.77,0.77,0.342,0.06,0.086,5.484,0.036,0.036,5568.0,90.0,90.0,1.0,0.23,0.23,1.07,0.07,0.07,0.22,,,4.38,0.03,0.03,6.8,2.5,1.6
HAT-P-16,6140,72,72,n,-10.0,16.0,16.0,-999.0,-999.0,-999.0,Moutou_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011A%26A...533A.113M,10.0,16.0,16.0,0,NG,n,RM,2.77596,3e-06,3e-06,0.036,0.004,0.004,0.0413,0.0004,0.0004,86.6,0.7,0.7,4.193,0.094,0.094,1.289,0.066,0.066,0.1071,0.0014,0.0014,7.17,0.28,0.28,0.439,0.065,0.098,3.0624,0.0312,0.0312,6158.0,80.0,80.0,1.218,0.039,0.039,1.237,0.054,0.054,0.17,0.08,0.08,4.34,0.03,0.03,2.0,0.8,0.8
HAT-P-16,6140,72,72,y,-2.0,55.0,46.0,-999.0,-999.0,-999.0,Albrecht_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A,2.0,46.0,55.0,0,NG,y,RM,2.77596,3e-06,3e-06,0.036,0.004,0.004,0.0413,0.0004,0.0004,86.6,0.7,0.7,4.193,0.094,0.094,1.289,0.066,0.066,0.1071,0.0014,0.0014,7.17,0.28,0.28,0.439,0.065,0.098,3.0624,0.0312,0.0312,6158.0,80.0,80.0,1.218,0.039,0.039,1.237,0.054,0.054,0.17,0.08,0.08,4.34,0.03,0.03,2.0,0.8,0.8
HAT-P-17,5350,20,20,n,19.0,14.0,16.0,-999.0,-999.0,-999.0,Fulton_et_al._(2013),https://ui.adsabs.harvard.edu/abs/2013ApJ...772...80F,19.0,14.0,16.0,0,,n,RM,10.33852,9e-06,9e-06,0.35,0.01,0.01,0.0882,0.0013,0.0014,89.2,0.15,0.15,0.58,0.06,0.06,1.05,0.04,0.04,0.1238,0.001,0.001,22.72,0.68,0.68,0.311,0.045,0.067,4.056,0.0216,0.0216,5246.0,80.0,80.0,0.99,0.15,0.15,0.87,0.04,0.04,0.0,,,4.53,0.02,0.02,7.8,3.3,3.3
HAT-P-17,5350,20,20,y,-27.5,6.7,6.7,-999.0,-999.0,-999.0,Mancini_et_al._(2022),https://ui.adsabs.harvard.edu/abs/2022A%26A...664A.162M,27.5,6.7,6.7,0,,y,RM,10.33852,9e-06,9e-06,0.35,0.01,0.01,0.0882,0.0013,0.0014,89.2,0.15,0.15,0.58,0.06,0.06,1.05,0.04,0.04,0.1238,0.001,0.001,22.72,0.68,0.68,0.311,0.045,0.067,4.056,0.0216,0.0216,5246.0,80.0,80.0,0.99,0.15,0.15,0.87,0.04,0.04,0.0,,,4.53,0.02,0.02,7.8,3.3,3.3
HAT-P-18,4870,50,50,y,132.0,15.0,15.0,-999.0,-999.0,-999.0,Esposito_et_al._(2014),https://ui.adsabs.harvard.edu/abs/2014A%26A...564L..13E,132.0,15.0,15.0,0,G,y,RM,5.508023,6e-06,6e-06,0.084,0.048,0.048,0.0559,0.0007,0.0007,88.8,0.3,0.3,0.197,0.013,0.013,0.995,0.052,0.052,0.1365,0.0015,0.0015,16.04,0.75,0.75,0.324,0.055,0.078,2.7144,0.0216,0.0216,4803.0,80.0,80.0,0.77,0.031,0.031,0.749,0.037,0.037,0.1,0.08,0.08,4.57,0.04,0.04,12.4,4.4,6.4
HAT-P-20,4595,45,45,y,-8.0,6.9,6.9,36.0,10.0,12.0,Esposito_et_al._(2017),https://ui.adsabs.harvard.edu/abs/2017A%26A...601A..53E,8.0,6.9,6.9,0,F,y,RM,2.875317,4e-06,4e-06,0.015,0.005,0.005,0.0361,0.0005,0.0005,86.8,0.2,0.2,7.246,0.187,0.187,0.867,0.033,0.033,0.1284,0.0016,0.0016,11.17,0.29,0.29,0.631,0.025,0.028,1.848,0.0192,0.0192,4595.0,80.0,80.0,0.756,0.028,0.028,0.694,0.021,0.021,0.35,0.08,0.08,4.63,0.02,0.02,6.7,5.7,3.8
HAT-P-21,5695,45,45,y,-0.7,12.5,12.5,-999.0,-999.0,-999.0,Mancini_et_al._(2022),https://ui.adsabs.harvard.edu/abs/2022A%26A...664A.162M,0.7,12.5,12.5,0,,y,RM,4.12448,7e-06,7e-06,0.23,0.02,0.02,0.0494,0.0007,0.0007,87.2,0.7,0.7,4.87,1.57,1.57,1.11,0.16,0.16,0.095,0.0022,0.0022,9.65,0.74,0.74,0.611,0.059,0.107,3.672,0.0648,0.0648,5588.0,80.0,80.0,1.24,0.6,0.6,1.21,0.17,0.17,0.01,,,4.33,0.06,0.06,10.2,2.5,2.5
HAT-P-22,5314,50,50,y,-2.1,3.0,3.0,24.0,18.0,18.0,Mancini_et_al._(2018),https://ui.adsabs.harvard.edu/abs/2018A%26A...613A..41M,2.1,3.0,3.0,0,FNG,y,RM,3.21222,9e-06,9e-06,0.02,0.01,0.01,0.0414,0.0005,0.0005,86.9,0.55,0.55,2.47,0.32,0.32,1.15,0.19,0.19,0.1065,0.0017,0.0017,8.58,0.39,0.39,0.466,0.052,0.083,2.653,0.013,0.013,5302.0,80.0,80.0,1.13,0.22,0.22,1.11,0.05,0.05,0.24,,,4.36,0.04,0.04,12.4,1.6,2.6
HAT-P-23,5885,72,72,y,15.0,22.0,22.0,-999.0,-999.0,-999.0,Moutou_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011A%26A...533A.113M,15.0,22.0,22.0,0,,y,RM,1.212884,2e-06,2e-06,0.106,0.044,0.044,0.0232,0.0002,0.0002,85.1,1.5,1.5,2.09,0.111,0.111,1.368,0.09,0.09,0.1169,0.0012,0.0012,4.14,0.23,0.23,0.324,0.07,0.101,2.1792,0.0168,0.0168,5905.0,80.0,80.0,1.13,0.035,0.035,1.203,0.074,0.074,0.15,0.04,0.04,4.33,0.05,0.05,4.0,1.0,1.0
HAT-P-24,6373,80,80,y,20.0,16.0,16.0,-999.0,-999.0,-999.0,Albrecht_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A,20.0,16.0,16.0,0,NG,y,RM,3.35524,7e-06,7e-06,0.07,0.02,0.02,0.04651,0.00055,0.00056,88.6,0.7,0.7,0.75,0.25,0.25,1.3,0.21,0.21,0.1,0.0009,0.0009,7.61,0.41,0.41,0.189,0.083,0.08,3.694,0.016,0.016,6373.0,80.0,80.0,1.37,0.69,0.69,1.38,0.22,0.22,-0.16,,,4.27,0.04,0.04,2.8,0.6,0.6
HAT-P-27,5316,55,55,y,24.2,76.0,44.5,-999.0,-999.0,-999.0,Brown_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012ApJ...760..139B,24.2,76.0,44.5,1,N,y,RM,3.039577,5e-06,6e-06,0.0,,,0.04,0.0008,0.0008,85.0,0.2,0.2,0.62,0.03,0.03,1.02,0.07,0.06,0.12,0.009,0.007,9.804,0.4,0.28,0.87,0.01,0.01,1.68,0.024,0.048,5316.0,87.12,122.28,0.916,0.121408,0.099904,0.864673,0.049715,0.035099,0.3,0.03,0.03,4.52626,0.052394,0.097047,4.4,3.8,2.6
HAT-P-29,6140,30,30,y,-26.0,16.0,16.0,-999.0,-999.0,-999.0,Mancini_et_al._(2022),https://ui.adsabs.harvard.edu/abs/2022A%26A...664A.162M,26.0,16.0,16.0,0,N,y,RM,5.72319,4.9e-05,4.9e-05,0.09,0.05,0.05,0.0667,0.0008,0.0008,87.1,0.6,0.6,0.88,0.25,0.25,1.17,0.13,0.13,0.0885,0.0012,0.0011,11.74,1.02,1.02,0.591,0.062,0.094,3.8928,0.0432,0.0408,6087.0,88.0,88.0,1.45,0.6,0.6,1.3,0.14,0.14,0.21,,,4.34,0.06,0.06,2.2,1.0,1.0
HAT-P-30,6338,42,42,n,73.5,9.0,9.0,-999.0,-999.0,-999.0,Johnson_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011ApJ...735...24J,73.5,9.0,9.0,0,NG,n,RM,2.8106,5e-06,5e-06,0.04,0.02,0.02,0.0419,0.00046,0.00046,83.6,0.04,0.04,0.83,0.18,0.18,1.44,0.15,0.15,0.1109,0.0016,0.0014,7.43,0.34,0.34,0.854,0.008,0.01,2.2499254,0.0104843,0.0104843,6304.0,88.0,88.0,1.55,0.51,0.51,1.31,0.13,0.13,0.13,,,4.36,0.3,0.3,1.0,0.8,0.5
HAT-P-30,6338,42,42,y,70.5,2.9,2.8,-999.0,-999.0,-999.0,Cegla_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023A%26A...674A.174C,70.5,2.9,2.8,0,NG,y,RRM,2.8106,5e-06,5e-06,0.04,0.02,0.02,0.0419,0.00046,0.00046,83.6,0.04,0.04,0.83,0.18,0.18,1.44,0.15,0.15,0.1109,0.0016,0.0014,7.43,0.34,0.34,0.854,0.008,0.01,2.2499254,0.0104843,0.0104843,6304.0,88.0,88.0,1.55,0.51,0.51,1.31,0.13,0.13,0.13,,,4.36,0.3,0.3,1.0,0.8,0.5
HAT-P-32,6269,64,64,y,85.0,1.5,1.5,-999.0,-999.0,-999.0,Albrecht_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A,85.0,1.5,1.5,0,SN,y,RM,2.1500082,1.3e-07,1.3e-07,0.159,0.051,0.028,0.03397,0.00051,0.0005,88.98,0.68,0.85,0.68,0.11,0.1,1.98,0.045,0.045,0.14886,0.00056,0.00054,5.344,0.04,0.039,0.083,0.07,0.055,3.12048,0.01248,0.01176,6001.0,88.0,88.0,1.132,0.051,0.05,1.367,0.031,0.03,-0.16,0.08,0.08,4.22,0.04,0.04,2.7,0.8,0.8
HAT-P-33,6446,88,88,y,-5.9,4.1,4.1,-999.0,-999.0,-999.0,Bourrier_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023A%26A...669A..63B,5.9,4.1,4.1,0,SN,y,RMR,3.47447,1e-06,1e-06,0.0,,,0.04995,0.00048,0.00049,87.2,0.05,0.05,0.92,0.5,0.5,1.85,0.49,0.49,0.10097,0.00056,0.00052,6.57,0.18,0.18,0.325,0.002,0.002,4.4136,0.012,0.012,6446.0,88.0,88.0,1.82,1.45,1.45,1.79,0.48,0.48,0.05,,,4.15,0.01,0.01,2.3,0.3,0.3
HAT-P-34,6442,88,88,y,0.0,14.0,14.0,-999.0,-999.0,-999.0,Albrecht_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A,0.0,14.0,14.0,0,,y,RM,5.452654,1.6e-05,1.6e-05,0.432,0.029,0.027,0.06774,0.00074,0.00076,87.1,1.2,1.2,3.33,0.21,0.2,1.197,0.13,0.092,0.0818,0.0007,0.0007,9.86,0.11,0.2,0.126,0.111,0.086,3.1752,0.0312,0.036,6442.0,88.0,88.0,1.392,0.047,0.047,1.53,0.14,0.1,0.22,0.04,0.04,4.21,0.06,0.06,1.7,0.4,0.5
HAT-P-36,5620,40,40,y,-14.0,18.0,18.0,0.0,63.0,0.0,Mancini_et_al._(2015),https://ui.adsabs.harvard.edu/abs/2015A%26A...579A.136M,14.0,18.0,18.0,0,,y,RM,1.32734683,4.8e-07,4.8e-07,0.063,0.021,0.023,0.0241,0.00047,0.00047,87.13,0.004,0.13,1.8482,0.087,0.087,1.277,0.02,0.02,0.1199,0.0002,0.0002,4.95,0.042,0.042,0.25,0.007,0.007,2.232,0.0384,0.00168,5620.0,40.0,40.0,1.03,0.03,0.03,1.041,0.013,0.013,0.25,0.09,0.09,4.416,0.011,0.011,6.6,2.9,1.8
